English,Kiswahili,Domain
Select toys that are safe and suitable for your childs age to prevent choking and injury.,Chagua vitu vya kuchezea ambavyo ni salama na vinafaa kwa umri wa mtoto wako ili kuzuia kusongwa na kuumia.,Health
The NEMA urges students to register for for national development.,NEMA inawahimiza wanafunzi kujiandikisha kwa ajili ya maendeleo ya kitaifa.,Governance
Kenya - Garissa County - Dadaab - Dagahaley Refugee Camp - Education and Health Infrastructure - as of May 2022,Kenya - Kaunti ya Garissa - Dadaab - Kambi ya Wakimbizi ya Dagahaley - Miundombinu ya Elimu na Afya - hadi Mei 2022,Disaster/Health
Support education! Pay school fees to keep learning alive.,Saidia elimu! Lipa karo za shule ili uendelee kujifunza.,Education
The aim of the project was to support governments in six focus countries to develop national CSA programmes (and/or to integrate CSA priorities into existing ...,Lengo la mradi huo lilikuwa kuzisaidia serikali katika nchi sita zinazolenga kuendeleza programu za kitaifa za CSA (na/au kuunganisha vipaumbele vya CSA katika ...,Agriculture
Marsabit County: Drought Early Warning Bulletin for June 2023,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2023,Disaster/Health
"Back to Basics: Understanding the Problem of Persistent Global Acute Malnutrition in Isiolo and Marsabit Counties, Kenya (August 2024)","Rejea Msingi: Kuelewa Tatizo la Utapiamlo Uliokithiri Ulimwenguni katika Kaunti za Isiolo na Marsabit, Kenya (Agosti 2024)",Disaster/Health
"UNICEF Kenya Humanitarian Situation Report No. 2, 19 March 2023 (Reporting Period 1 to 28 February 2023)","Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 2, 19 Machi 2023 (Kipindi cha Kuripoti 1 hadi 28 Februari 2023)",Disaster/Health
"Perceptions of land tenure security in pastoral areas in Marsabit, Kenya (June 2024)","Maoni ya usalama wa umiliki wa ardhi katika maeneo ya wafugaji huko Marsabit, Kenya (Juni 2024)",Disaster/Health
Narok County: Drought Early Warning Bulletin for August 2024,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health
Stay safe! Report strangers near schools to teachers or police.,Kaa salama! Waripoti wageni walio karibu na shule kwa walimu au polisi.,Education
Support teacher promotions 2020.,Saidia kupandishwa cheo kwa walimu 2020.,Education
Measles jab drive: Immunization drive to focus on children aged between 9-18 months,Kichocheo cha chanjo dhidi ya surua: Kichocheo cha chanjo kitalenga watoto wenye umri kati ya miezi 9-18,Health
Power up! Join vocational courses in renewable energy.,Ongeza nguvu! Jiunge na kozi za ufundi katika nishati mbadala.,Education
"These technologies range from precision farming and satellite imaging to drone technology and artificial intelligence, digital tools and can ...","Teknolojia hizi zinaanzia kilimo sahihi na upigaji picha wa setilaiti hadi teknolojia ya ndege zisizo na rubani na akili bandia, zana za kidijitali na zinaweza ...",Agriculture
DREF Operation Kenya Complex Emergency 2025,Operesheni ya DREF ya Dharura Changamano ya Kenya 2025,Disaster/Health
National Drought Early Warning Bulletin (December 2023),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Desemba 2023),Disaster/Health
Global growth is projected at 3.2 percent in 2024 and 3.3 percent in 2025 from 3.3 percent in 2023.,Ukuaji wa kimataifa unakadiriwa kuwa asilimia 3.2 mwaka 2024 na asilimia 3.3 mwaka 2025 kutoka asilimia 3.3 mwaka 2023.,Disaster/Health
Learn how farmers can participate in carbon credit programs by adopting practices that sequester carbon in poultry unit.,Jifunze jinsi wakulima wanavyoweza kushiriki katika programu za mikopo ya kaboni kwa kutumia mbinu zinazotenga kaboni katika kitengo cha kuku.,Agriculture
"Nonetheless, it was hot enough to exhaust people mentally and physically, especially people that are highly exposed because they are outdoor workers, live in inadequate housing, don’t have access to cooling, or can’t afford to run it.","Hata hivyo, kulikuwa na joto la kutosha kuwachosha watu kiakili na kimwili, hasa watu walio wazi sana kwa sababu wao ni wafanyakazi wa nje, wanaishi katika nyumba zisizofaa, hawana uwezo wa kupoeza, au hawawezi kumudu kuendesha.",Disaster/Health
Marsabit County: Drought Early Warning Bulletin for February 2024,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,Disaster/Health
Bridging the Healthcare Gap: Nawiri's Impact in Revitalizing Moite and Marsabit’s Remote Communities,Kuziba Pengo la Huduma ya Afya: Athari za Nawiri katika Kufufua Jumuiya za Mbali za Moite na Marsabit.,Disaster/Health
"Under cash accounting, financial transactions are recorded only when cash is exchanged, which, while straightforward, limits the government’s ability to present a comprehensive view of its financial position.","Chini ya uhasibu wa fedha, shughuli za kifedha zinarekodi tu wakati fedha zinapobadilishwa, ambayo, wakati wa moja kwa moja, hupunguza uwezo wa serikali wa kuwasilisha mtazamo wa kina wa hali yake ya kifedha.",Governance
"Rwanda faced challenges related to manual data collection in some facilities, limited human resources for data management and a lack of interoperability among hospital information systems.","Rwanda ilikabiliwa na changamoto zinazohusiana na ukusanyaji wa data kwa mikono katika baadhi ya vituo, rasilimali watu wachache kwa usimamizi wa data na ukosefu wa mwingiliano kati ya mifumo ya taarifa za hospitali.",Health
"We encourage other schools and the public to follow suit and ensure plastics are properly recycled,Ã¢ ‚¬  he said.","Tunahimiza shule zingine na umma kufuata mkondo huo na kuhakikisha plastiki zinasindikwa ipasavyo, alisema.",Governance
Narok County: Drought Early Warning Bulletin for June 2024,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health
All TTC students must complete civic education module before graduation ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ KICD directive.,"Wanafunzi wote wa TTC lazima wamalize moduli ya elimu ya uraia kabla ya kuhitimu ""agizo la KICD"".",Education
Mandera County: Drought Early Warning Bulletin for August 2024,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health
ACAPS Briefing note - Kenya: Heavy rainfall and floods (14 May 2024),Ujumbe mfupi wa ACPS - Kenya: Mvua kubwa na mafuriko (14 Mei 2024),Disaster/Health
"Over the last 24 hours we have tested over 300 Kenyans, out of those 22 have tested positive for covid-19 (13-males, 9-females). 21 out of the 22 cases are people who are currently in quarantine","Katika saa 24 zilizopita tumewapima Wakenya zaidi ya 300, kati ya hao 22 wamepimwa na kukutwa na virusi vya covid-19 (wanaume 13, wanawake 9). Visa 21 kati ya 22 ni watu ambao kwa sasa wako karantini.",Health
Announcement of expansion plan sourcing school meals from local farmers while integrating climate-resilient crops.,Tangazo la mpango wa upanuzi wa kutafuta chakula cha shule kutoka kwa wakulima wa eneo hilo huku ukijumuisha mazao yanayostahimili mabadiliko ya hali ya hewa.,Health
Train teachers! Prepare for landslide safety in schools.,Wafunze walimu! Jiandae kwa usalama wa maporomoko ya ardhi shuleni.,Education
The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Turkana Counties: Endline (May 2025),Msaada wa Tahadhari ya Kenya Cash Consortium kwa Jamii Zilizoathiriwa na Maafa katika Kaunti za Garissa na Turkana: Endline (Mei 2025),Disaster/Health
Residents are advised to participate in during this period.,Wakazi wanashauriwa kushiriki katika kipindi hiki.,Governance
Curbing the march of African Armyworm,Kuzuia maandamano ya African Armyworm,Disaster/Health
Free fire safety training is available for communities to prevent and respond to fire outbreaks.,Mafunzo ya usalama wa moto bila malipo yanapatikana kwa jamii ili kuzuia na kukabiliana na milipuko ya moto.,Security
Snakes seek shelter in homes during floods. Use torches at night and avoid walking barefoot.,Nyoka hutafuta makazi majumbani wakati wa mafuriko. Tumia mienge usiku na epuka kutembea bila viatu.,Security
Warn drivers about dangers of weaving between traffic; stay alert.,Waonye madereva kuhusu hatari za kuingiliana kati ya magari; kuwa macho.,Security
"Dadaab Future Vision: Enhancing Self-Reliance for Refugees and Hosting Communities in Garissa, Kenya (August 2022)","Maono ya Baadaye ya Dadaab: Kuimarisha Kujitegemea kwa Wakimbizi na Jamii zinazowahifadhi huko Garissa, Kenya (Agosti 2022)",Disaster/Health
Nyeri (Kieni) County: Drought Early Warning Bulletin for September 2022,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
"CPA JOHN MBADI NG’ONGO, EGH CABINET SECRETARY/ THE NATIONAL TREASURY & ECONOMIC PLANNING","CPA JOHN MBADI NG’ONGO, EGH KATIBU WA BARAZA LA MAWAZIRI/ HAZINA YA TAIFA & MIPANGO YA UCHUMI",Governance
Kitui County: Drought Early Warning Bulletin for October 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2023,Disaster/Health
"Members contribute a portion of their savings toward the selected activity, while Acted provides matching support or the materials required, based on the needs outlined in the proposal.","Wanachama huchangia sehemu ya akiba zao kwa shughuli iliyochaguliwa, huku Acted inatoa usaidizi unaolingana au nyenzo zinazohitajika, kulingana na mahitaji yaliyoainishwa katika pendekezo.",Disaster/Health
Kenya Flash Appeal at a glance (April - October 2022),Rufaa ya Kenya Flash kwa muhtasari (Aprili - Oktoba 2022),Disaster/Health
UNICEF Kenya Humanitarian Situation Report No. 1 (El Niño Floods) reporting period 1 October – 15 December 2023,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 1 (Mafuriko ya El Niño) kipindi cha kuripoti 1 Oktoba - 15 Desemba 2023,Disaster/Health
Kenya: Heavy Rains and Flooding Update - Flash Update #1 (11 April 2024),Kenya: Mvua Kubwa na Taarifa ya Mafuriko - Sasisho la Flash #1 (11 Aprili 2024),Disaster/Health
"Yet this Emergency Appeal is only 9 per cent funded at a time when needs are rising, not receding.","Bado Rufaa hii ya Dharura inafadhiliwa kwa asilimia 9 pekee wakati ambapo mahitaji yanaongezeka, wala hayapungui.",Disaster/Health
"The Government of Kenya developed a National Anticipatory Action Roadmap with support from partners including the Food and Agriculture Organization of the United Nations (FAO),3 which contributed to the co‑development of triggers and thresholds guiding early action.","Serikali ya Kenya ilibuni Mwongozo wa Kitaifa wa Hatua ya Kutarajia kwa usaidizi kutoka kwa washirika likiwemo Shirika la Chakula na Kilimo la Umoja wa Mataifa (FAO),3 ambao ulichangia katika uundaji wa vichochezi na vizingiti vinavyoelekeza hatua za mapema.",Governance
WHO Kenya Newsletter | Volume 20 - June 2026,Jarida la WHO la Kenya | Juzuu 20 - Juni 2026,Disaster/Health
Helping to break mental health care barriers in Kenya,Kusaidia kuvunja vizuizi vya utunzaji wa afya ya akili nchini Kenya,Disaster/Health
"1:11 pm Public Health PS Mary Muthoni urges parents and communities to safeguard teens during holidays, highlighting risks of drugs and peer pressure that lead to unwanted pregnancies.","Saa 1:11 usiku Katibu Mkuu wa Afya ya Umma Mary Muthoni anawasihi wazazi na jamii kuwalinda vijana wakati wa likizo, akisisitiza hatari za dawa za kulevya na shinikizo la rika zinazosababisha mimba zisizohitajika.",Governance
Farmers invited to attend workshops on smart agriculture technologies.,Wakulima waalikwa kuhudhuria warsha kuhusu teknolojia bora za kilimo.,Agriculture
Wajir County: Drought Early Warning Bulletin for December 2022,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2022,Disaster/Health
"Further, research institutions, including the Kenya Agricultural ... Better market access: Strengthening cooperatives, promoting digital ...","Zaidi ya hayo, taasisi za utafiti, ikiwa ni pamoja na Kilimo cha Kenya ... Upatikanaji bora wa soko: Kuimarisha vyama vya ushirika, kukuza kidijitali ...",Agriculture
Announcement opening applications for grants to employers to establish gyms or fitness zones for staff.,Tangazo la kufungua maombi ya ruzuku kwa waajiri ili kuanzisha maeneo ya mazoezi ya viungo au mazoezi ya viungo kwa wafanyakazi.,Health
Government issues advisory on animal feed quality to prevent aflatoxin contamination.,Serikali yatoa ushauri kuhusu ubora wa chakula cha mifugo ili kuzuia uchafuzi wa sumu ya aflatoxin.,Agriculture
"""CBK reminds Kenyans that any investment requiring you to recruit others to earn returns is likely a pyramid scheme. Report such activities immediately.""","""CBK inawakumbusha Wakenya kwamba uwekezaji wowote unaokuhitaji kuajiri wengine ili kupata faida huenda ni mpango wa piramidi. Ripoti shughuli kama hizo mara moja.""",Security
Contaminated feed causes losses. Test for aflatoxins and store feed safely.,Chakula kilichochafuliwa husababisha hasara. Jaribu sumu ya aflatoxins na uhifadhi chakula kwa usalama.,Security
"Market access for imports into the Kenyan market has improved since the reforms, occasioning tremendous import growth. However, the capacity to import food has ...","Upatikanaji wa soko la bidhaa zinazoingizwa kutoka nje katika soko la Kenya umeimarika tangu mageuzi hayo, na kusababisha ukuaji mkubwa wa uagizaji. Hata hivyo, uwezo wa kuagiza chakula umeongezeka ...",Agriculture
Kenya DREF Application Anticipatory Actions - EVD Outbreak (MDRKE052) - Operational Update,Vitendo vya Kutarajia Maombi ya Kenya DREF - Mlipuko wa EVD (MDRKE052) - Sasisho la Uendeshaji,Disaster/Health
All Grade 6 learners automatically placed in junior secondary ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no exam needed.,"Wanafunzi wote wa Darasa la 6 huwekwa kiotomatiki katika shule ya upili ya junior ""hakuna mtihani unaohitajika.""",Education
"Adaptive Management in Refugee Programming: Lessons from Re:Build, June 2023","Usimamizi Inayobadilika katika Utayarishaji wa Wakimbizi: Masomo kutoka kwa Re:Build, Juni 2023",Disaster/Health
Police in Malindi cutting juvenile crime through new initiatives.,Polisi mjini Malindi wapunguza uhalifu wa vijana kupitia mipango mipya.,Security
State of the Climate Kenya 2022,Hali ya Hali ya Hewa Kenya 2022,Disaster/Health
WHO warns of virus outbreak; follow safety advisories.,WHO yaonya kuhusu mlipuko wa virusi; fuata ushauri wa usalama.,Security
"More than four out of five refugees in Kakuma, Kalobeyei, and Dadaab are multidimensionally poor, experiencing overlapping deprivations in education, employment, housing, water, and nutrition.","Zaidi ya wakimbizi wanne kati ya watano huko Kakuma, Kalobeyei, na Dadaab ni masikini wa pande nyingi, wanakabiliwa na kunyimwa kwa elimu, ajira, makazi, maji na lishe.",Health
"Workshops trained young journalists in ethical verification, safe documentation, and protective practices during protest reporting.","Warsha ziliwafunza waandishi wa habari wachanga katika uthibitishaji wa maadili, uwekaji wa nyaraka salama, na mbinu za ulinzi wakati wa kuripoti maandamano.",Security
National Drought Early Warning Bulletin (January 2023),Taarifa ya Onyo la Mapema la Kitaifa kuhusu Ukame (Januari 2023),Disaster/Health
Tana River County: Drought Early Warning Bulletin for February 2023,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Februari 2023,Disaster/Health
"Prolonged dry spells between 2020 and 2023 affected crop yields, caused livestock deaths and heightened food insecurity, forcing many households relying on traditional livelihoods to resort to distress migration.","Muda mrefu wa kiangazi kati ya 2020 na 2023 uliathiri mavuno ya mazao, ulisababisha vifo vya mifugo na kuongezeka kwa uhaba wa chakula, na kulazimisha kaya nyingi zinazotegemea maisha ya jadi kuhamia uhamiaji wa shida.",Agriculture
"access especially by the smallholder farmers, and ... of relative agricultural economic growth and also shows the size of the agriculture market in Kenya.","upatikanaji hasa kwa wakulima wadogo, na ... wa ukuaji wa uchumi wa kilimo na pia unaonyesha ukubwa wa soko la kilimo nchini Kenya.",Agriculture
Include all! Provide ramps and resources for disabled students.,Jumuisha yote! Toa njia na rasilimali kwa wanafunzi walemavu.,Education
KAA heightened airport security after a bomb threat and advised early arrival for screening.,KAA iliimarisha usalama wa uwanja wa ndege baada ya tishio la bomu na kushauri kuwasili mapema kwa ajili ya uchunguzi.,Security
"Commissioner Wanderi urges women to remain united and support their own candidates in big numbers but also ensure they develop and mentor the youth to be responsible to take up leadership positions in the upcoming August 9, General Election.",Kamishna Wanderi anawasihi wanawake kubaki wamoja na kuwaunga mkono wagombea wao kwa wingi lakini pia kuhakikisha wanawaendeleza na kuwapa ushauri vijana ili kuwajibika kuchukua nafasi za uongozi katika Uchaguzi Mkuu ujao wa Agosti 9.,Governance
Kitui County: Drought Early Warning Bulletin for May 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2023,Disaster/Health
"WFP Kenya Country Brief, July 2023","Muhtasari wa Nchi wa WFP wa Kenya, Julai 2023",Disaster/Health
Child protection systems must prevent sexual abuse and exploitation and provide full support for affected children.,Mifumo ya ulinzi wa watoto lazima izuie unyanyasaji wa kingono na unyonyaji na kutoa msaada kamili kwa watoto walioathiriwa.,Security
Taita Taveta County: Drought Early Warning Bulletin for April 2023,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Aprili 2023,Disaster/Health
Kenya promotes biosecurity measures to prevent livestock disease outbreaks.,Kenya inakuza hatua za usalama wa kibiolojia ili kuzuia milipuko ya magonjwa ya mifugo.,Agriculture
Kenya Situation Update | May 2024: The resurgence of teacher protests and infighting within civilian and security institutions,Sasisho la Hali ya Kenya | Mei 2024: Kuzuka upya kwa maandamano ya walimu na mapigano ndani ya taasisi za kiraia na usalama,Disaster/Health
"The heavy rains swept away bridges, destroyed homes, and rendered major roads impassable, leaving hundreds of residents displaced.","Mvua hiyo kubwa ilisomba madaraja, kuharibu nyumba, na kufanya barabara kuu kutopitika, na kuwaacha mamia ya wakaazi kukosa makazi.",Disaster/Health
Stagnant water breeds mosquitoes. Use bed nets and report mosquito infestations to health authorities.,Maji yaliyotuama huzaa mbu. Tumia vyandarua na uripoti maambukizi ya mbu kwa mamlaka za afya.,Security
Kenya Turkana County - Turkana West - General Reference Map (09/11/2023),Kenya Kaunti ya Turkana - Turkana Magharibi - Ramani ya Marejeleo ya Jumla (09/11/2023),Disaster/Health
"Announcement of new SMS service sending weekly nutrition tips, food safety alerts and diet guidance to subscribers.","Tangazo la huduma mpya ya SMS inayotuma vidokezo vya lishe vya kila wiki, arifa za usalama wa chakula na mwongozo wa lishe kwa waliojisajili.",Health
Citizens are urged to participate in this historic Madaraka Day celebration set to take place in Bungoma County for the first time. - PS Interior Dr. Raymond Omollo,Raia wanahimizwa kushiriki katika sherehe hii ya kihistoria ya Siku ya Madaraka inayotarajiwa kufanyika katika Kaunti ya Bungoma kwa mara ya kwanza. - Katibu Mkuu wa Mambo ya Ndani Dkt. Raymond Omollo,Governance
Emergency settings heighten gender-based violence risks and require specialized prevention and response planning.,Mipangilio ya dharura huongeza hatari za unyanyasaji wa kijinsia na inahitaji mipango maalum ya kuzuia na kukabiliana na hali hiyo.,Security
Garissa County: Drought Early Warning Bulletin for April 2024,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2024,Disaster/Health
Keep learning! Enroll in schools despite drought challenges.,Endelea kujifunza! Jiandikishe katika shule licha ya changamoto za ukame.,Education
"As these vulnerabilities often overlap, reducing the impacts of chronic heat requires long-term, systemic approaches rather than short-term emergency measures alone.","Kwa vile udhaifu huu mara nyingi hupishana, kupunguza athari za joto sugu kunahitaji mbinu za muda mrefu, za kimfumo badala ya hatua za dharura za muda mfupi pekee.",Disaster/Health
Kwale County: Drought Early Warning Bulletin for June 2022,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,Disaster/Health
"""Set up 2FA (Two-Factor Authentication) for all your accounts. If your password is stolen, you will still be protected.""","""Weka 2FA (Uthibitishaji wa Sababu Mbili) kwa akaunti zako zote. Ikiwa nenosiri lako litaibiwa, bado utalindwa.""",Security
Digital tools can be a gamechanger for both small-scale farmers and sustainable food systems as a whole.,Zana za kidijitali zinaweza kuwa mabadiliko makubwa kwa wakulima wadogo na mifumo endelevu ya chakula kwa ujumla.,Agriculture
The Judiciary warns of false bail refund letters sent to unsuspecting litigants. Refunds are processed only through court registries,Mahakama yaonya kuhusu barua za kurejeshewa dhamana za uongo zinazotumwa kwa walalamikaji wasio na uhakika. Marejesho yanashughulikiwa kupitia sajili za mahakama pekee,Security
Ban on all public gatherings extended to May 29 to curb the spread of Covid-19.,Marufuku ya mikusanyiko yote ya umma yaongezwa hadi Mei 29 ili kupunguza kuenea kwa Covid-19.,Health
"Parents must register Grade 6 learners for KPSEA by February 28, 2025.","Wazazi lazima wawaandikishe wanafunzi wa Darasa la 6 kwa KPSEA ifikapo Februari 28, 2025.",Education
Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive effective immediately!,Vilabu vya demokrasia lazima vikutane kila wiki agizo la Wizara likianza kutumika mara moja!,Education
I have invoked the public health act after it was declared a pandemic. Thoroughly wash hands and use alcohol based sanitizers. Keep 1-meter distance from a person who is sneezing or coughing. A person who is coughing or sneezing should stay at home and avoid crowds,Nimeitisha sheria ya afya ya umma baada ya kutangazwa kuwa janga. Osha mikono vizuri na utumie vitakasa mikono vyenye pombe. Weka umbali wa mita 1 kutoka kwa mtu anayepiga chafya au kukohoa. Mtu anayekohoa au kupiga chafya anapaswa kukaa nyumbani na kuepuka misongamano ya watu.,Health
Grade 8 CBC revision live classes start 6PM daily ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ join via YouTube link in bio.,Madarasa ya moja kwa moja ya marekebisho ya CBC ya Darasa la 8 yanaanza saa 6PM kila siku ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ jiunge kupitia kiungo cha YouTube kwenye wasifu.,Education
All TVET graduates guaranteed 6-month paid internship from January 2026.,Wahitimu wote wa TVET wamehakikishiwa mafunzo ya muda ya miezi 6 yanayolipiwa kuanzia Januari 2026.,Education
Train students! Teach GBV prevention in schools.,Wafunze wanafunzi! Wafundishe kuzuia GBV shuleni.,Education
Kenya: Registered refugees and asylum-seekers (as of 31 March 2022),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Machi 2022),Disaster/Health
PROCEEDS OF CORRUPTION EACC hands to the President Sh5B assets recovered from proceeds of graft President Ruto urges MPs to pass Conflict of Interest Bill in its original form,MAPATO YA UFISADI EACC YAMkabidhi Rais Mali ya Sh5B zilizopatikana kutokana na mapato ya ufisadi Rais Ruto awahimiza wabunge kupitisha Mswada wa Mgogoro wa Maslahi katika umbo lake la asili,Governance
Support education for street children; success stories inspire action.,Saidia elimu kwa watoto wa mitaani; hadithi za mafanikio huhamasisha vitendo.,Security
Feeding the future: Africa surges ahead on school meals,Kulisha siku zijazo: Afrika inasonga mbele kwa chakula cha shule,Disaster/Health
"Kenya, Rwanda strengthen their defences against antimicrobial resistance","Kenya, Rwanda kuimarisha ulinzi wao dhidi ya ukinzani wa antimicrobial",Disaster/Health
"Refugee-Led Organisations In East Africa: Community Perceptions In Kenya, Uganda, Ethiopia, And Tanzania","Mashirika Yanayoongozwa na Wakimbizi Katika Afrika Mashariki: Maoni ya Jumuiya Nchini Kenya, Uganda, Ethiopia na Tanzania",Disaster/Health
"Kenya Situation Update | April 2024: Kenyan Security Forces Combating al-Shabaab, Pastoralist Militias, and Mob Violence","Sasisho la Hali ya Kenya | Aprili 2024: Vikosi vya Usalama vya Kenya Kupambana na al-Shabaab, Wanamgambo wa Wafugaji, na Vurugu za Umati",Disaster/Health
Wajir County: Drought Early Warning Bulletin for April 2023,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2023,Disaster/Health
Public Service Commission warns farmers about during this period and urges them to attend.,Tume ya Utumishi wa Umma inawaonya wakulima kuhusu kipindi hiki na kuwahimiza kuhudhuria.,Governance
Launch innovation challenges 2022.,Changamoto za uvumbuzi za uzinduzi 2022.,Education
Kenya | Humanitarian response 2024 - DG ECHO Daily Map | 06/12/2024,Kenya | Majibu ya kibinadamu 2024 - Ramani ya Kila Siku ya DG ECHO | 06/12/2024,Disaster/Health
Working mothers can express and store breast milk to ensure continued breastfeeding support while away.,Akina mama wanaofanya kazi wanaweza kukamua na kuhifadhi maziwa ya mama ili kuhakikisha unyonyeshaji unaoendelea wakiwa mbali.,Health
Motorcycle ambulance helps pregnant women in drought-stricken community to access life-saving maternal health care,Ambulance ya pikipiki huwasaidia wanawake wajawazito katika jamii iliyokumbwa na ukame kupata huduma ya afya ya uzazi ya kuokoa maisha,Health
"The Ministry of Health has confirmed three new Mpox cases in Busia County, bringing the total number to 42 since the outbreak in July 2024.","Wizara ya Afya imethibitisha visa vitatu vipya vya Mpox katika Kaunti ya Busia, na kufikisha jumla ya visa 42 tangu mlipuko wa virusi hivyo Julai 2024.",Health
Use technology and social media to participate in anti-corruption campaigns.,Tumia teknolojia na mitandao ya kijamii kushiriki katika kampeni za kupambana na ufisadi.,Security
"He encouraged the group to apply for the County Enterprise Fund, which provides financial assistance to community organisations and youth and women's groups to implement their projects.","Aliwahimiza kikundi hicho kuomba Mfuko wa Biashara wa Kaunti, ambao hutoa usaidizi wa kifedha kwa mashirika ya kijamii na vikundi vya vijana na wanawake ili kutekeleza miradi yao.",Governance
Kenya: Climate-related flooding forces hundreds of thousands to flee,Kenya: Mafuriko yanayohusiana na hali ya hewa yanalazimisha mamia ya maelfu kukimbia,Disaster/Health
"Participate in public safety campaigns and trainings in schools, markets, and transport hubs","Shiriki katika kampeni na mafunzo ya usalama wa umma katika shule, masoko, na vituo vya usafiri",Security
Garissa County: Drought Early Warning Bulletin for July 2024,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Julai 2024,Disaster/Health
All schools get Ksh 5M for perimeter wall + gate ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ works start Jan!,Shule zote zapata Ksh 5M kwa ajili ya ukuta wa mzunguko + lango ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kazi zinaanza Januari!,Education
GT News | EACC urges compliance with traffic laws to combat corruption on Kenyan roads. Motorists play a vital role. Let's prioritize road safety! Report corruption to Toll-Free No.1551.,Habari za GT | EACC yahimiza kufuata sheria za trafiki ili kupambana na ufisadi barabarani Kenya. Madereva wana jukumu muhimu. Tuweke kipaumbele usalama barabarani! Ripoti ufisadi kwa Nambari ya Simu Isiyolipishwa 1551.,Governance
"EHAGL Region: Community Feedback Analysis Report, January - March 2024","Mkoa wa EHAGL: Ripoti ya Uchambuzi wa Maoni ya Jamii, Januari - Machi 2024",Disaster/Health
"As incomes fall and food becomes less affordable, households increasingly resort to negative coping strategies, signaling eroding resilience.","Kadiri mapato yanavyopungua na chakula kinapokuwa chini ya bei nafuu, kaya zinazidi kutumia mikakati mibaya ya kukabiliana na hali hiyo, kuashiria kumomonyoka kwa ustahimilivu.",Disaster/Health
Fund lab equipment 2023.,Fadhili vifaa vya maabara 2023.,Education
"Kenya - Key Message Update: Recent improvements in food security set to cushion poor households over the lean period, July 2024","Kenya - Taarifa ya Ujumbe Muhimu: Maboresho ya hivi majuzi katika usalama wa chakula yamewekwa ili kusaidia kaya masikini katika kipindi kigumu, Julai 2024.",Disaster/Health
"2,000 new mental health counselors deployed to secondary schools ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ book today!","Washauri wapya 2,000 wa afya ya akili waliotumwa katika shule za upili ""weka nafasi leo!""",Education
Support rural electrification 2023.,Kuunga mkono usambazaji wa umeme vijijini 2023.,Education
"Announcement of Minitry of Health, private sector, NGOs pledge to strengthen school meals, market nutrition, and community gardens.","Tangazo la Wizara ya Afya, sekta binafsi, mashirika yasiyo ya kiserikali yaahidi kuimarisha milo shuleni, lishe ya sokoni, na bustani za jamii.",Health
EACC urges every Kenyan to always uphold integrity and proactively participate in the fight against corruption.,EACC inamsihi kila Mkenya kudumisha uadilifu na kushiriki kikamilifu katika vita dhidi ya ufisadi.,Governance
Keep walkways clear of obstacles to prevent trips and falls.,Weka njia za kutembea mbali na vikwazo ili kuzuia matembezi na kuanguka.,Security
