English,Kiswahili,Domain
"With maize prices rising by an average of 7 percent across all pastoral areas, livestock‑to‑cereal terms of trade for pastoralists showed only marginal year-on-year declines in northwestern areas, while they sharply deteriorated in northeastern areas.","Huku bei ya mahindi ikipanda kwa wastani wa asilimia 7 katika maeneo yote ya wafugaji, masharti ya biashara ya mifugo hadi nafaka kwa wafugaji yalionyesha kupungua kidogo tu mwaka baada ya mwaka katika maeneo ya kaskazini-magharibi, wakati yalipungua kwa kasi katika maeneo ya kaskazini mashariki.",Agriculture
"The high levels and prevalence of food insecurity are mainly due to the poor performance of the 2025 October‑Decembershort‑rains,which severely affected crops and livestock.","Viwango vya juu na kuenea kwa uhaba wa chakula kunatokana zaidi na utendaji duni wa mvua za 2025 Oktoba-Desemba 2025, ambazo ziliathiri vibaya mazao na mifugo.",Agriculture
"Households in drought‑affected Wajir, Mandera and Tana River counties are of particular concern.","Kaya katika kaunti zilizoathiriwa na ukame za Wajir, Mandera na Tana River zina wasiwasi mkubwa.",Disaster/Health
"In these areas, the highest prevalence of food insecurity is reported, with 40 to 60 percent of the population estimated to face severe acute food insecurity (IPC Phase 3 [Crisis] or worse).","Katika maeneo haya, kiwango kikubwa zaidi cha uhaba wa chakula kinaripotiwa, huku asilimia 40 hadi 60 ya watu wakikadiriwa kukabiliwa na uhaba mkubwa wa chakula (IPC Awamu ya 3 [Mgogoro] au mbaya zaidi).",Security
These three counties also account for about 65 percent of the total number of people estimated in IPC Phase 4 (Emergency).,Kaunti hizi tatu pia zinachukua takriban asilimia 65 ya jumla ya idadi ya watu wanaokadiriwa katika IPC Awamu ya 4 (Dharura).,Disaster/Health
"The new Strategy, developed with technical support from the United Nations Office for Disaster Risk Reduction (UNDRR), provides a comprehensive framework to strengthen financial resilience through a shift from reactive, crisis-driven financing to proactive, risk-informed financial preparedness through 2030.","Mkakati huo mpya, uliotayarishwa kwa msaada wa kiufundi kutoka Ofisi ya Umoja wa Mataifa ya Kupunguza Hatari za Maafa (UNDRR), unatoa mfumo mpana wa kuimarisha ustahimilivu wa kifedha kupitia kuhama kutoka kwa ufadhili tendaji, unaotokana na shida hadi utayarishaji wa kifedha unaozingatia hatari hadi 2030.",Disaster/Health
The central objective of the strategy is to enhance the financial capacity of national and county governments to effectively manage disaster risks along the disaster risk management (DRM) continuum.,Lengo kuu la mkakati huo ni kuimarisha uwezo wa kifedha wa serikali za kitaifa na kaunti ili kudhibiti ipasavyo hatari za maafa katika mwendelezo wa usimamizi wa hatari za maafa (DRM).,Governance
Kenya’s leadership in disaster risk reduction comes at a time when the country faces increasing climate-related challenges.,Uongozi wa Kenya katika kupunguza hatari ya majanga unakuja wakati nchi hiyo inakabiliwa na changamoto zinazoongezeka zinazohusiana na hali ya hewa.,Disaster/Health
"Over recent decades, droughts and floods have severely impacted communities, particularly in the Arid and Semi-Arid Lands (ASAL) regions.","Katika miongo ya hivi majuzi, ukame na mafuriko yameathiri sana jamii, hasa katika maeneo ya Ardhi Kame na Nusu Kame (ASAL).",Disaster/Health
"In 2024, the March–April–May floods affected around 410,000 people, claimed 315 lives, and caused damage amounting to 187 billion Kenyan Shillings¹.","Mnamo 2024, mafuriko ya Machi-Aprili-Mei yaliathiri takriban watu 410,000, na kupoteza maisha ya 315, na kusababisha uharibifu wa Shilingi bilioni 187 za Kenya¹.",Disaster/Health
"Building on lessons from the DRF Strategy 2018–2022, this updated Strategy expands beyond risk retention and risk transfer to incorporate investments for risk reduction.","Kwa kuzingatia mafunzo kutoka kwa Mkakati wa DRF 2018–2022, Mkakati huu uliosasishwa unapanuka zaidi ya uhifadhi wa hatari na uhamishaji wa hatari ili kujumuisha uwekezaji wa kupunguza hatari.",Disaster/Health
"It is cross-cutting in nature, designed to be multi-hazard and multi-sector, and encompasses gender equality and social inclusion.","Ni mtambuka kimaumbile, iliyoundwa kuwa ya hatari nyingi na sekta nyingi, na inajumuisha usawa wa kijinsia na ushirikishwaji wa kijamii.",Disaster/Health
"The Strategy complements the Disaster Risk Management Strategy 2025–2030, which established a long-term framework for reducing disaster risks and strengthening resilience across Kenya.","Mkakati huu unakamilisha Mkakati wa Kudhibiti Hatari za Maafa 2025–2030, ambao ulianzisha mfumo wa muda mrefu wa kupunguza hatari za maafa na kuimarisha ustahimilivu kote nchini Kenya.",Disaster/Health
"UNDRR also supported the National Treasury in developing adisaster risk reduction and climate change adaptation budget tagging (DCBT)system, which helped Kenya strengthen its ability to track and allocate resources for resilience.","UNDRR pia iliunga mkono Hazina ya Kitaifa katika kuandaa mfumo wa kupunguza hatari ya maafa na mfumo wa kuweka alama za bajeti ya kukabiliana na mabadiliko ya tabianchi (DCBT), ambao ulisaidia Kenya kuimarisha uwezo wake wa kufuatilia na kutenga rasilimali kwa ajili ya kustahimili.",Disaster/Health
"At every stage of the Strategy’s development, an Inter-Agency Taskforce reviewed progress and guided revisions.","Katika kila hatua ya uundaji wa Mkakati, Kikosi Kazi cha Mashirika ya Kimataifa kilikagua maendeleo na marekebisho yaliyoongozwa.",Disaster/Health
"Targeted consultations with civil society organizations, non-governmental organizations, construction practitioners, the private sector, and development partners have ensured that the strategy reflects broad stakeholder consensus.","Mashauriano yaliyolengwa na mashirika ya kiraia, mashirika yasiyo ya kiserikali, watendaji wa ujenzi, sekta binafsi, na washirika wa maendeleo yamehakikisha kuwa mkakati huo unaonyesha maelewano mapana ya wadau.",Governance
"The Strategy was developed through a phased, consultative process from 2025 to 2026.",Mkakati huu uliandaliwa kupitia mchakato wa mashauriano wa hatua kwa hatua kutoka 2025 hadi 2026.,Disaster/Health
"It involved collaborating with multiple partner organisations, with support provided by UNDRR.","Ilihusisha kushirikiana na mashirika mengi ya washirika, kwa usaidizi uliotolewa na UNDRR.",Disaster/Health
"Other partners involved were the European Union (EU), the United Kingdom Foreign, Commonwealth and Development Office, and the Government of Italy, in addition to long-standing support from the World Bank Group and the World Food Programme (WFP).","Washirika wengine waliohusika ni Umoja wa Ulaya (EU), Ofisi ya Mambo ya Nje ya Uingereza, Jumuiya ya Madola na Maendeleo, na Serikali ya Italia, pamoja na msaada wa muda mrefu kutoka Kundi la Benki ya Dunia na Mpango wa Chakula Duniani (WFP).",Governance
"Looking ahead, UNDRR plans to offer continued support to Kenya’s institutional DRM capacity, including by advancing its cost–benefit analysis of DRR investments.","Tukiangalia mbeleni, UNDRR inapanga kuendelea kutoa usaidizi kwa uwezo wa kitaasisi wa DRM wa Kenya, ikiwa ni pamoja na kuendeleza uchanganuzi wake wa gharama-manufaa ya uwekezaji wa DRR.",Disaster/Health
"This work will ensure that future investments are evidence-based, economically sound, and aligned with national priorities.","Kazi hii itahakikisha kuwa uwekezaji wa siku zijazo ni wa msingi wa ushahidi, mzuri kiuchumi, na unaendana na vipaumbele vya kitaifa.",Disaster/Health
"Good financing decisions depend on good information, on understanding where risks lie, how they evolve, and what they will cost,” said Amjad Abbashar, Chief, UNDRR Regional Office for Africa.","Maamuzi mazuri ya ufadhili yanategemea taarifa nzuri, kuelewa mahali ambapo hatari zipo, jinsi zinavyobadilika, na zitagharimu nini,” alisema Amjad Abbashar, Mkuu wa Ofisi ya UNDRR ya Kanda ya Afrika.",Disaster/Health
The Act provides a legal foundation for disaster governance in Kenya.,Sheria inatoa msingi wa kisheria wa udhibiti wa majanga nchini Kenya.,Disaster/Health
"It establishes the National Disaster Risk Management Authority and County Disaster Risk Management Committees, tasked with coordinating response, issuing early warnings, and ensuring that resources reach affected communities in a timely manner.","Inaanzisha Mamlaka ya Kitaifa ya Kudhibiti Hatari ya Maafa na Kamati za Kudhibiti Hatari za Majanga za Kaunti, zilizopewa jukumu la kuratibu majibu, kutoa maonyo ya mapema, na kuhakikisha kuwa rasilimali zinafikia jamii zilizoathiriwa kwa wakati ufaao.",Disaster/Health
"Further strengthening the fiscal systems in Kenya, the Division of Revenue Act, 2026. defines how resources are shared between national and county governments and enables counties to finance critical services, including DRM.","Kuimarisha zaidi mifumo ya kifedha nchini Kenya, Sheria ya Mgawanyo wa Mapato, 2026. inafafanua jinsi rasilimali zinavyogawanywa kati ya serikali za kitaifa na kaunti na kuwezesha kaunti kufadhili huduma muhimu, pamoja na DRM.",Governance
"The launch of the Strategy, alongside these legislative achievements, reflects Kenya’s strong national commitment to resilience, fiscal stability, and inclusive protection for all residents.","Kuzinduliwa kwa Mkakati huo, pamoja na mafanikio haya ya kisheria, kunaonyesha dhamira dhabiti ya kitaifa ya Kenya ya uthabiti, uthabiti wa kifedha, na ulinzi jumuishi kwa wakaazi wote.",Disaster/Health
"It also positions the country as a leader in advancing innovative approaches to disaster risk management in Africa, ensuring that individuals and institutions are empowered to anticipate and respond to disasters before they occur.","Pia inaiweka nchi kama kiongozi katika kuendeleza mbinu bunifu za udhibiti wa hatari za maafa barani Afrika, kuhakikisha kuwa watu binafsi na taasisi wanawezeshwa kutarajia na kukabiliana na majanga kabla hayajatokea.",Disaster/Health
"The analysis is based on information available as of April 30, 2026.",Uchambuzi huo unatokana na taarifa inayopatikana kuanzia tarehe 30 Aprili 2026.,Disaster/Health
"Between 2020 and 2024, Tana River County experienced alternating cycles of drought and flooding, exacerbating displacement patterns.","Kati ya 2020 na 2024, Kaunti ya Tana River ilikumbwa na mizunguko ya ukame na mafuriko, na hivyo kuzidisha mwelekeo wa watu kuhama makazi yao.",Disaster/Health
"Prolonged dry spells between 2020 and 2023 affected crop yields, caused livestock deaths and heightened food insecurity, forcing many households relying on traditional livelihoods to resort to distress migration.","Muda mrefu wa kiangazi kati ya 2020 na 2023 uliathiri mavuno ya mazao, ulisababisha vifo vya mifugo na kuongezeka kwa uhaba wa chakula, na kulazimisha kaya nyingi zinazotegemea maisha ya jadi kuhamia uhamiaji wa shida.",Agriculture
"In spring 2024, the county was among the worst affected by El Niño-induced floods, which submerged entire villages, damaging facilities, destroying farmlands and displacing thousands in the process.","Mnamo majira ya kuchipua 2024, kaunti ilikuwa miongoni mwa nchi zilizoathiriwa zaidi na mafuriko yaliyosababishwa na El Niño, ambayo yalizamisha vijiji vizima, kuharibu vifaa, kuharibu mashamba na kuwahamisha maelfu ya watu katika mchakato huo.",Disaster/Health
"This underscores the severity of recurrent climate shocks, particularly flooding along the Tana River Basin, which continues to uproot families, disrupt livelihoods and strain host communities.","Hii inasisitiza ukali wa majanga ya hali ya hewa yanayotokea mara kwa mara, hasa mafuriko kwenye Bonde la Mto Tana, ambayo yanaendelea kung'oa familia, kutatiza maisha na kuzorotesha jamii zinazowapokea.",Disaster/Health
The Solutions and Mobility Index (SMI) for Tana River County aims to assess progress toward durable solutions for displaced populations (IDPs and IDP returnees).,Kielezo cha Suluhu na Uhamaji (SMI) cha Kaunti ya Tana River kinalenga kutathmini maendeleo kuelekea suluhu za kudumu kwa watu waliohamishwa makazi yao (IDPs na wanaorejea IDP).,Governance
"Displacement in the county is complex, influenced by natural hazards such as drought or floods, insecurity and resource scarcity.","Uhamisho wa watu katika kaunti ni changamani, unachangiwa na hatari za asili kama vile ukame au mafuriko, ukosefu wa usalama na uhaba wa rasilimali.",Disaster/Health
"By analyzing access to essential services, livelihoods and social cohesion, the SMI identifies gaps in recovery efforts and informs targeted interventions.","Kwa kuchanganua ufikiaji wa huduma muhimu, riziki na uwiano wa kijamii, SMI inatambua mapungufu katika juhudi za kurejesha na kuarifu afua zinazolengwa.",Disaster/Health
"SMI indicators align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach.","Viashiria vya SMI vinapatana na Mfumo wa Kamati ya Kudumu ya Wakala wa Kimataifa (IASC) kwa Suluhisho la Kudumu na kuunganisha data kutoka kwa Mfumo wa Ufuatiliaji wa Uhamisho wa IOM (DTM) ili kuhakikisha mbinu ya kina, inayotegemea ushahidi.",Disaster/Health
"Despite recent rainfall, the drought and food‑security crisis in Kenya remains severe and life‑threatening.","Licha ya mvua za hivi majuzi, ukame na mzozo wa usalama wa chakula nchini Kenya bado ni mkubwa na unaotishia maisha.",Disaster/Health
"Over three million people are still facing Crisis or Emergency levels of hunger, malnutrition rates remain critically high among children and pregnant and lactating women, and fragile livelihoods have not recovered.","Zaidi ya watu milioni tatu bado wanakabiliwa na Mgogoro au viwango vya Dharura vya njaa, viwango vya utapiamlo vimesalia kuwa juu sana miongoni mwa watoto na wanawake wajawazito na wanaonyonyesha, na maisha duni hayajapona.",Disaster/Health
"Seasonal gains in water and pasture are uneven and short‑lived, while depleted herds, high food prices, and reduced assistance continue to push vulnerable households toward irreversible losses.","Mafanikio ya msimu katika maji na malisho hayalingani na yanadumu kwa muda mfupi, huku mifugo iliyopungua, bei ya juu ya chakula, na usaidizi uliopunguzwa ukiendelea kusukuma kaya zilizo hatarini kwenye hasara isiyoweza kurekebishwa.",Disaster/Health
"Yet this Emergency Appeal is only 9 per cent funded at a time when needs are rising, not receding.","Bado Rufaa hii ya Dharura inafadhiliwa kwa asilimia 9 pekee wakati ambapo mahitaji yanaongezeka, wala hayapungui.",Disaster/Health
"Without urgent additional funding, KRCS and partners will be forced to limit coverage, shorten assistance cycles, and leave high‑risk communities without lifesaving food, water, nutrition, and health support.","Bila ufadhili wa haraka wa ziada, KRCS na washirika watalazimika kuweka kikomo cha malipo, kufupisha mizunguko ya usaidizi, na kuacha jumuiya zenye hatari kubwa bila usaidizi wa kuokoa maisha wa chakula, maji, lishe na afya.",Health
"Timely donor investment now can prevent further deterioration, protect livelihoods, and save lives reducing the far higher costs of emergency escalation later in the year if action is delayed.","Uwekezaji wa wafadhili kwa wakati unaofaa sasa unaweza kuzuia kuzorota zaidi, kulinda maisha, na kuokoa maisha kwa kupunguza gharama kubwa zaidi za ongezeko la dharura baadaye mwakani ikiwa hatua itachelewa.",Disaster/Health
Primary HIV prevention programmes are vital for reducing new HIV infections and saving domestic resources which otherwise would be expended on treatment and support services if HIV transmission is not curbed.,Mipango ya kimsingi ya kuzuia VVU ni muhimu katika kupunguza maambukizi mapya ya VVU na kuokoa rasilimali za nyumbani ambazo zingetumika katika matibabu na huduma za usaidizi ikiwa maambukizi ya VVU hayatazuiliwa.,Health
"About half of all new HIV infections worldwide in 2024 occurred among people from key populations and their sex partners, including gay men and other men who have sex with men, sex workers, transgender people and people who inject drugs.","Takriban nusu ya maambukizo mapya ya VVU duniani kote mwaka 2024 yalitokea miongoni mwa watu kutoka makundi muhimu na wapenzi wao wa ngono, wakiwemo mashoga na wanaume wengine wanaofanya ngono na wanaume, wafanyabiashara ya ngono, watu waliobadili jinsia na watu wanaojidunga dawa za kulevya.",Health
"In most countries, these key populations face stigma and discrimination in public health settings, which impair their access to and use of HIV and other health services.","Katika nchi nyingi, watu hawa wakuu wanakabiliwa na unyanyapaa na ubaguzi katika mazingira ya afya ya umma, ambayo inadhoofisha upatikanaji na matumizi yao ya VVU na huduma nyingine za afya.",Health
"UNAIDS and the World Health Organization therefore continue to advocate for differentiated service delivery models for people from key populations, including through community-led services.","UNAIDS na Shirika la Afya Duniani kwa hiyo wanaendelea kutetea mifumo tofauti ya utoaji huduma kwa watu kutoka makundi muhimu, ikiwa ni pamoja na kupitia huduma zinazoongozwa na jamii.",Health
The 2021 Political Declaration on HIV and AIDS specified that community-led organizations should be delivering 80% of HIV prevention services for populations at high risk of HIV infection by 2025.,Azimio la Kisiasa la 2021 kuhusu VVU na UKIMWI lilibainisha kuwa mashirika yanayoongozwa na jamii yanapaswa kuwa yanatoa 80% ya huduma za kuzuia VVU kwa watu walio katika hatari kubwa ya kuambukizwa VVU ifikapo 2025.,Health
"Despite many challenges, some countries have adopted HIV service delivery models for people from key populations that are entirely or partly financed domestically and that could be sustainable at scale.","Licha ya changamoto nyingi, baadhi ya nchi zimetumia modeli za utoaji wa huduma za VVU kwa watu kutoka makundi muhimu ambayo yanafadhiliwa kwa kiasi kikubwa au kwa kiasi ndani na ambayo inaweza kuwa endelevu kwa kiwango kikubwa.",Health
"Civil society organizations are vital for these models, yet much of their work is unrecognized and underfunded.","Mashirika ya kiraia ni muhimu kwa mifano hii, lakini kazi zao nyingi hazitambuliki na hazina ufadhili wa kutosha.",Disaster/Health
It includes real-world examples from different contexts that can guide efforts to enhance HIV prevention for people from key populations.,Inajumuisha mifano ya ulimwengu halisi kutoka katika mazingira tofauti ambayo inaweza kuongoza juhudi za kuimarisha uzuiaji wa VVU kwa watu kutoka makundi muhimu.,Health
"It includes two subtypes, each using a different funding mechanism.","Inajumuisha aina mbili ndogo, kila moja ikitumia utaratibu tofauti wa ufadhili.",Disaster/Health
"Model 2(a) uses a tendering process for service providers such as civil society organizations (e.g. in the Republic of Moldova), or grants to provincial and municipal governments.","Mfano wa 2(a) hutumia mchakato wa kutoa zabuni kwa watoa huduma kama vile mashirika ya kiraia (k.m. katika Jamhuri ya Moldova), au ruzuku kwa serikali za mikoa na manispaa.",Governance
"In Model 2(b), services delivered by public primary healthcare entities and civil society organizations s are reimbursed (e.g. in the Philippines and Thailand).","Katika Mfano wa 2(b), huduma zinazotolewa na mashirika ya afya ya msingi ya umma na mashirika ya kiraia hulipwa (k.m. Ufilipino na Thailand).",Health
"Date of event15-11-2025What happened, where and when?","Tarehe ya tukio15-11-2025Nini kilitokea, wapi na lini?",Disaster/Health
This marked the first recorded occurrence of MVD in the country.,Hili lilikuwa tukio la kwanza kurekodiwa la MVD nchini.,Disaster/Health
Genetic analysis conducted by EPHI indicated that the virus strain was consistent with those reported in recent outbreaks in other countries within the East African region.,Uchambuzi wa kinasaba uliofanywa na EPHI ulionyesha kuwa aina ya virusi hivyo ilikuwa sawa na ile iliyoripotiwa katika milipuko ya hivi majuzi katika mataifa mengine ndani ya ukanda wa Afrika Mashariki.,Health
A total of nine cases had been reported at the time.,Jumla ya kesi tisa zilikuwa zimeripotiwa wakati huo.,Disaster/Health
"Jinka Town was located approximately 170 km and 203 km from the Kenya–Ethiopia border points of Kibish and Todonyang, respectively (both in Turkana County), and approximately 230 km from Ileret and 465 km from Moyale Town (both in Marsabit County).","Mji wa Jinka ulipatikana takriban kilomita 170 na kilomita 203 kutoka maeneo ya mpaka ya Kenya-Ethiopia ya Kibish na Todonyang, mtawalia (zote katika Kaunti ya Turkana), na takriban kilomita 230 kutoka Ileret na kilomita 465 kutoka Mji wa Moyale (zote katika Kaunti ya Marsabit).",Governance
Turkana and Marsabit counties were identified as being at high risk due to their shared border with Ethiopia.,Kaunti za Turkana na Marsabit zilitambuliwa kuwa katika hatari kubwa kutokana na mpaka wao wa pamoja na Ethiopia.,Disaster/Health
"These areas, along with surrounding regions, have numerous informal and non-designated border crossing points that were not monitored by security or health officials.","Maeneo haya, pamoja na mikoa ya jirani, yana vituo vingi vya kuvuka mipaka visivyo rasmi na visivyopangwa ambavyo havikusimamiwa na maafisa wa usalama au afya.",Health
The geographical proximity of these entry points underscored the heightened risk of cross-border transmission driven by frequent social and economic interactions.,Ukaribu wa kijiografia wa sehemu hizi za kuingilia ulisisitiza hatari kubwa ya maambukizi ya kuvuka mipaka inayoendeshwa na mwingiliano wa mara kwa mara wa kijamii na kiuchumi.,Disaster/Health
"In addition, frequent travel between Addis Ababa Bole International Airport and Jomo Kenyatta International Airport increased the vulnerability of Nairobi, the capital city.","Aidha, kusafiri mara kwa mara kati ya Uwanja wa Ndege wa Kimataifa wa Addis Ababa Bole na Uwanja wa Ndege wa Kimataifa wa Jomo Kenyatta kuliongeza hatari ya kuathirika kwa Nairobi, jiji kuu la Nairobi.",Disaster/Health
This situation necessitated the implementation of immediate preparedness and readiness measures to mitigate the risk of importation and potential spread of Marburg virus disease in Kenya.,Hali hii ililazimu kutekelezwa kwa utayari wa haraka na hatua za kujitayarisha ili kupunguza hatari ya kuagiza na kuenea kwa ugonjwa wa virusi vya Marburg nchini Kenya.,Health
"Rainfall levels reached unprecedented highs, with 160 mm recorded at the Wilson Airport meteorological station, 145 mm at Moi Air Base, 112 mm in Dagoretti, and 117 mm at the Kabete station, all within a span of 3 to 5 hours.","Viwango vya mvua vilifikia viwango vya juu ambavyo havijawahi kushuhudiwa, huku milimita 160 ilirekodiwa katika kituo cha hali ya hewa cha Uwanja wa Ndege wa Wilson, milimita 145 katika Kambi ya Hewa ya Moi, milimita 112 huko Dagoretti, na milimita 117 katika kituo cha Kabete, yote ndani ya muda wa saa 3 hadi 5.",Disaster/Health
The capital city had just experienced over 534mm of rainfall.,Mji mkuu ulikuwa umepitia mvua ya zaidi ya 534mm.,Disaster/Health
"The heavy rains swept away bridges, destroyed homes, and rendered major roads impassable, leaving hundreds of residents displaced.","Mvua hiyo kubwa ilisomba madaraja, kuharibu nyumba, na kufanya barabara kuu kutopitika, na kuwaacha mamia ya wakaazi kukosa makazi.",Disaster/Health
"The combination of loss of life, widespread property damage, and significant disruption to critical infrastructure further compounded the crisis.","Mchanganyiko wa upotezaji wa maisha, uharibifu mkubwa wa mali, na usumbufu mkubwa wa miundombinu muhimu ulizidisha shida.",Disaster/Health
"Nationwide, 53 people lost their lives, including 27 fatalities in Nairobi in a single night.","Nchini kote, watu 53 walipoteza maisha, ikiwa ni pamoja na vifo 27 jijini Nairobi katika usiku mmoja.",Disaster/Health
"Kenya is facing a complex humanitarian crisis driven by recurrent drought, flooding, disease outbreaks, displacement, refugee inflows, climate shocks, and localized conflict, with the most severe impacts in the arid and semi-arid lands (ASALs).Flood-prone and refugee-hosting areas remain under sustained pressure.","Kenya inakabiliwa na janga kubwa la kibinadamu linalochochewa na ukame wa mara kwa mara, mafuriko, milipuko ya magonjwa, kufurushwa, kuingia kwa wakimbizi, majanga ya hali ya hewa, na migogoro ya kienyeji, yenye athari kubwa zaidi katika maeneo kame na nusu kame (ASALs).",Health
"The situation worsened after one of the driest October–December rainy seasons on record in 2025, less than three years after the 2020–2022 drought.","Hali ilizidi kuwa mbaya baada ya mojawapo ya misimu yenye ukame zaidi ya Oktoba-Desemba katika rekodi ya 2025, chini ya miaka mitatu baada ya ukame wa 2020-2022.",Disaster/Health
"The failure of the short rains, combined with reduced assistance, constrained livelihoods, reliance on expensive markets, has significantly deteriorated food security across ASAL counties.","Kushindwa kwa mvua fupi, pamoja na usaidizi uliopunguzwa, maisha duni, kutegemea masoko ya bei ghali, kumezorotesha sana usalama wa chakula katika kaunti zote za ASAL.",Disaster/Health
"Despite localized improvements following the March–May rains, drought remains acute in northern counties such as Mandera and Wajir.","Licha ya uboreshaji wa ndani kufuatia mvua ya Machi-Mei, ukame unaendelea kuwa mkali katika kaunti za kaskazini kama vile Mandera na Wajir.",Disaster/Health
"Since late February, flooding has affected over 40,000 people, caused 122 fatalities and displaced more than 28,000.","Tangu mwishoni mwa Februari, mafuriko yameathiri zaidi ya watu 40,000, na kusababisha vifo vya 122 na zaidi ya 28,000 kukimbia makazi.",Disaster/Health
"Concurrent outbreaks of cholera, measles (over 300 cases), dengue and Mpox are increasing public health risks.While no Ebola cases have been reported, Kenya remains at high risk, with preparedness led by the Kenya National Public Health Institute.","Milipuko ya wakati mmoja ya kipindupindu, surua (zaidi ya visa 300), dengue na Mpox yanaongeza hatari za afya ya umma. Ingawa hakuna kisa chochote cha Ebola ambacho kimeripotiwa, Kenya bado iko katika hatari kubwa, huku kujiandaa kukiongozwa na Taasisi ya Kitaifa ya Afya ya Umma ya Kenya.",Health
"Humanitarian partners continue to respond.From January to April, partners admitted over 44,000 children for treatment of severe acute malnutrition and screened more than 270,000 children and 74,000 pregnant and nursing women in seven counties.","Washirika wa misaada ya kibinadamu wanaendelea kujibu. Kuanzia Januari hadi Aprili, washirika walilaza zaidi ya watoto 44,000 kwa matibabu ya utapiamlo mkali na kuwapima zaidi ya watoto 270,000 na wanawake wajawazito na wanaonyonyesha 74,000 katika kaunti saba.",Health
"Amid a high cross-border risk from the ongoing Ebola Bundibugyo virus disease outbreak in the Democratic Republic of the Congo and Uganda, the Government, with support from UN agencies and partners, has initiated preparedness measures.","Huku kukiwa na hatari kubwa ya kuvuka mpaka kutokana na mlipuko wa ugonjwa wa Ebola Bundibugyo unaoendelea katika Jamhuri ya Kidemokrasia ya Kongo na Uganda, Serikali, kwa msaada wa mashirika ya Umoja wa Mataifa na washirika, imeanzisha hatua za kujitayarisha.",Health
"Rainfall will vary across Kenya, with lower amounts in western regions and the Rift Valley, higher rainfall at the Coast, and minimal rain in eastern and north-eastern areas, while temperatures will remain above average nationwide.","Mvua zitatofautiana kote nchini Kenya, na kiasi cha chini katika mikoa ya magharibi na Bonde la Ufa, mvua nyingi zaidi Pwani, na mvua kidogo katika maeneo ya mashariki na kaskazini-mashariki, huku halijoto ikisalia kuwa juu ya wastani nchini kote.",Disaster/Health
"While floods in parts of Kenya demand urgent response, drought affected communities are facing a quieter emergency that unfolds over months rather than days.","Huku mafuriko katika baadhi ya maeneo ya Kenya yakihitaji majibu ya haraka, jamii zilizoathiriwa na ukame zinakabiliwa na dharura ya utulivu ambayo inatokea kwa miezi badala ya siku.",Disaster/Health
"It reflects the increasing climate variability affecting the country, where excess rainfall and deepening drought occur at the same time.","Inaonyesha mabadiliko ya hali ya hewa yanayoongezeka yanayoathiri nchi, ambapo mvua nyingi na ukame unaoongezeka hutokea kwa wakati mmoja.",Disaster/Health
The IFRC network and its partners have a vital role in responding to these overlapping climate extremes.,Mtandao wa IFRC na washirika wake wana jukumu muhimu katika kukabiliana na mabadiliko haya ya hali ya hewa yanayoingiliana.,Disaster/Health
Addressing immediate humanitarian needs while strengthening resilience is essential to help communities withstand future shocks.,Kushughulikia mahitaji ya haraka ya kibinadamu huku ukiimarisha uthabiti ni muhimu ili kusaidia jamii kuhimili mishtuko ya siku zijazo.,Disaster/Health
"Under the Federation-wideIFRC Emergency Appeal for Kenya: Complex Emergency, KRCS is delivering a coordinated, multi-sector response combining food assistance, safe water, health and nutrition services, cash, and livelihoods support.","Chini ya Rufaa ya Dharura ya Shirikisho la Kimataifa la IFRC kwa Kenya: Dharura Changamano, KRCS inatoa mwitikio ulioratibiwa, wa sekta mbalimbali unaochanganya usaidizi wa chakula, maji salama, huduma za afya na lishe, pesa taslimu na usaidizi wa kujikimu kimaisha.",Health
"This builds on early action and interventions supported by IFRC’sDisaster Response Emergency Fund, which was activated as conditions deteriorated from late 2024 into 2025 and enabled rapid, targeted scale-up of the crisis response.","Hili linatokana na hatua za mapema na uingiliaji kati unaoungwa mkono na Hazina ya Dharura ya Kukabiliana na Maafa ya IFRC, ambayo ilianzishwa huku hali zikiendelea kuzorota kutoka mwishoni mwa 2024 hadi 2025 na kuwezesha uongezaji wa haraka, uliolengwa wa mwitikio wa janga.",Disaster/Health
"The approach integrates emergency response, early action, and resilience-building through community-led, multi-sectoral interventions tailored to local needs.","Mtazamo huu unajumuisha mwitikio wa dharura, hatua za mapema, na kujenga uthabiti kupitia uingiliaji kati unaoongozwa na jamii, wa sekta mbalimbali unaolenga mahitaji ya ndani.",Disaster/Health
"KRCS has prioritized access to safe and clean water through a combination of emergency water trucking, rehabilitation of strategic water points such as borehole solarization and establishment of function water kiosks and livestock watering points.","KRCS imeweka kipaumbele cha upatikanaji wa maji salama na safi kupitia mchanganyiko wa lori la dharura la maji, ukarabati wa vituo vya kimkakati vya maji kama vile uwekaji jua wa visima na uanzishwaji wa vioski vya kufanyia kazi na vituo vya kunyweshea mifugo.",Disaster/Health
"To date, the KRCS national drought portfolio reports63,024 peoplehave been supported with safe water alongside hygiene promotion through provision of water treatment chemicals such as PUR and aqua tabs.","Kufikia sasa, ripoti ya jalada la kitaifa la ukame la KRCS linaripoti watu 63,024 wamesaidiwa na maji salama pamoja na uhamasishaji wa usafi kupitia utoaji wa kemikali za kutibu maji kama vile PUR na vichupo vya majini.",Health
